Id,SalePrice
2583,278489.44
2584,157779.27
2585,176679.16
2586,196401.05
2587,189501.47
2588,164288.27
2589,151983.53
2590,191356.03
2591,209537.4
2592,230845.98
2593,253294.03
2594,176723.7
2595,192063.38
2596,323226.94
2597,184575.19
2598,263066.0
2599,297107.7
2600,194409.77
2601,149699.86
2602,86065.39
2603,85738.99
2604,88474.35
2605,81854.22
2606,143029.9
2607,178890.3
2608,215438.88
2609,175887.03
2610,123012.375
2611,149356.03
2612,159338.1
2613,131170.05
2614,125479.414
2615,141742.05
2616,143675.27
2617,176864.86
2618,182100.03
2619,216561.73
2620,189469.56
2621,178412.9
2622,185381.11
2623,205865.39
2624,272808.34
2625,348156.47
2626,165325.58
2627,169253.69
2628,398791.72
2629,569902.2
2630,334550.72
2631,438869.0
2632,384048.34
2633,314645.25
2634,345560.62
2635,151114.1
2636,184060.52
2637,163953.81
2638,243575.86
2639,183434.66
2640,152068.31
2641,108178.53
2642,180630.36
2643,111978.484
2644,129506.45
2645,97783.0
2646,89418.27
2647,97271.984
2648,151694.11
2649,127934.42
2650,144802.98
2651,150071.55
2652,401936.06
2653,238334.22
2654,229499.16
2655,348220.44
2656,346580.88
2657,303818.44
2658,272156.44
2659,307438.9
2660,364694.47
2661,351676.56
2662,353254.06
2663,282603.03
2664,279288.7
2665,317717.4
2666,264988.16
2667,158060.88
2668,188377.42
2669,179427.23
2670,284592.75
2671,188672.17
2672,173281.98
2673,196254.72
2674,193442.6
2675,164367.47
2676,185264.9
2677,204176.72
2678,267465.38
2679,280870.4
2680,287713.3
2681,415311.94
2682,310427.34
2683,460537.7
2684,310771.88
2685,333317.53
2686,240228.81
2687,339538.8
2688,224507.14
2689,224266.97
2690,357549.1
2691,179513.83
2692,110107.19
2693,193994.27
2694,112282.82
2695,186108.53
2696,187680.4
2697,193521.61
2698,188130.52
2699,155120.45
2700,162213.64
2701,149046.4
2702,119580.32
2703,160062.02
2704,140313.06
2705,123639.08
2706,126207.28
2707,127208.195
2708,137331.55
2709,120548.59
2710,130378.44
2711,310243.53
2712,355868.03
2713,182732.02
2714,148916.7
2715,169191.36
2716,153701.05
2717,176616.58
2718,215409.25
2719,160417.67
2720,180007.92
2721,137130.72
2722,146565.98
2723,154950.55
2724,128807.02
2725,126275.41
2726,137181.31
2727,177945.11
2728,159577.19
2729,153529.27
2730,149684.84
2731,121644.95
2732,130521.46
2733,161354.77
2734,156310.83
2735,134159.55
2736,151383.84
2737,120243.0
2738,123334.58
2739,162556.36
2740,146758.38
2741,143274.2
2742,160731.56
2743,144182.06
2744,145534.23
2745,134095.75
2746,134311.89
2747,166179.08
2748,129975.9
2749,131413.95
2750,141265.81
2751,148319.84
2752,197976.92
2753,170119.94
2754,195242.88
2755,126066.65
2756,116932.55
2757,72310.42
2758,86938.26
2759,152520.58
2760,123784.27
2761,135579.14
2762,140500.53
2763,199596.52
2764,159847.0
2765,275067.38
2766,170437.28
2767,101000.32
2768,115577.75
2769,120370.93
2770,159383.33
2771,119684.84
2772,127243.16
2773,124820.05
2774,136559.48
2775,150347.94
2776,149211.62
2777,148675.98
2778,114509.12
2779,120665.35
2780,113987.13
2781,103536.086
2782,93305.96
2783,95062.33
2784,126774.86
2785,122155.89
2786,64389.08
2787,119716.57
2788,71894.42
2789,252824.44
2790,89363.26
2791,117501.19
2792,78503.195
2793,173511.39
2794,91382.414
2795,107612.84
2796,95778.195
2797,199245.69
2798,120160.14
2799,119488.89
2800,82110.0
2801,119285.19
2802,147825.95
2803,167519.52
2804,145157.1
2805,105598.81
2806,77121.41
2807,160017.08
2808,153034.16
2809,129486.07
2810,136391.39
2811,144561.92
2812,145657.23
2813,139391.58
2814,156168.25
2815,118299.805
2816,239690.22
2817,155662.98
2818,132476.55
2819,168273.28
2820,128071.234
2821,118566.516
2822,201789.89
2823,263010.44
2824,176039.11
2825,144394.5
2826,138180.72
2827,156707.27
2828,229288.9
2829,190688.9
2830,210473.42
2831,191430.6
2832,226052.28
2833,296177.88
2834,194302.53
2835,214941.95
2836,192245.55
2837,161157.27
2838,143520.78
2839,177279.11
2840,194418.31
2841,210639.48
2842,205161.61
2843,151493.42
2844,158910.62
2845,119934.164
2846,209523.53
2847,201234.86
2848,228876.62
2849,202665.28
2850,281246.03
2851,239826.52
2852,231592.42
2853,243837.2
2854,139404.62
2855,192431.94
2856,219335.77
2857,191478.83
2858,198585.89
2859,126309.89
2860,128653.95
2861,141428.33
2862,187144.02
2863,107805.4
2864,258682.25
2865,143382.62
2866,135551.16
2867,98109.92
2868,95158.84
2869,114214.25
2870,155720.81
2871,127959.61
2872,49153.453
2873,97164.94
2874,146010.33
2875,130866.69
2876,152266.05
2877,144341.81
2878,156414.98
2879,152499.56
2880,101016.59
2881,155440.22
2882,171641.69
2883,172707.3
2884,173108.53
2885,199639.48
2886,257217.75
2887,119998.445
2888,127050.21
2889,61861.613
2890,85088.26
2891,148459.39
2892,68077.95
2893,118559.29
2894,66306.65
2895,305473.56
2896,277531.56
2897,209734.03
2898,166786.02
2899,217879.64
2900,166012.84
2901,212826.55
2902,188019.72
2903,335379.22
2904,328574.03
2905,89214.875
2906,196520.67
2907,101104.86
2908,131089.62
2909,128131.79
2910,85250.54
2911,85234.02
2912,146940.84
2913,88983.39
2914,71924.305
2915,79982.46
2916,84303.42
2917,181762.33
2918,104129.98
2919,227739.73
